,banglawords
1143,অন্তর্ভুক্তি
1144,সম্বদ্ধ
1145,শাখা
1146,হলফনামা
1147,অনুরক্ত
1148,মমতা
1149,আক্রান্ত
1150,ভান
1151,অনুভূতি
1152,বিষয়
1153,ব্যাপার
1154,অমায়িকভাবে
1155,ভদ্র
1156,দূরবর্তী স্থান
1157,নন্দনতত্ব
1158,নান্দনিক
1159,মহাকাশ
1160,এরোসল
1161,বায়ুগতিবিদ্যা
1162,এরোবিকস
1163,বায়ুজীবী
1164,বায়বীয়
1165,উকিল
1166,প্রচার
1167,উপদেশক
1168,উপদেষ্টা
1169,পরামর্শ
1170,যুক্তিযুক্ত
1171,পরামর্শ
1172,বিজ্ঞাপন
1173,বিজ্ঞাপনদাতার
1174,বিজ্ঞাপন
1175,বিজ্ঞাপিত করা
1176,বিদ্বেষ
1177,বিরূপ
1178,প্রতিকূল
1179,বিপক্ষ
1180,ক্রিয়া-বিশেষণিক
1181,বিশেষণের বিশেষণ
1182,দু: সাহসিক
1183,দু: সাহসী
1184,দু: সাহসিক কাজ
1185,আবির্ভাব
1186,খ্রীষ্টের আবির্ভাব
1187,সুবিধাজনক
1188,সুবিধা
1189,অগ্রগতি
1190,অগ্রসর
1191,আগাম
1192,ব্যভিচার
1193,ভেজাল
1194,ব্যভিচারী
1195,প্রাপ্তবয়স্ক
1196,তোষণ
1197,নিপুণভাবে
1198,নিপুণ
1199,ভাসিতে ভাসিতে
1200,বৃক্করস
1201,সজ্জা
1202,বিভূষিত করা
1203,পূজা করা
1204,অর্চনা
1205,আরাধ্য
1206,অবলম্বিত
1207,গ্রহণ
1208,গৃহীত
1209,পোষ্যপুত্র গ্রহণ করা
1210,কিশোর
1211,কৈশোর
1212,রৌদ্রপক্ব ইষ্টক
1213,অনুযোগ
1214,সতর্ক করা
1215,স্বীকার করিয়া লইয়া
1216,প্রবেশাধিকার
1217,মানা
1218,ভর্তি
1219,গ্রহণীয়
1220,আহ্্
1221,উপাসক
1222,প্রশংসক
1223,তারিফ করা
1224,তারিফ
1225,নৌসেনাপতি
1226,ধন্য
1227,প্রশাসক
1228,প্রশাসনিক
1229,প্রশাসন
1230,প্রতিপালন করা
1231,বিজ্ঞাপন- lib
1232,যথেচ্ছ
1233,সমন্বয়
1234,নিয়মিত
1235,সমন্বয় করা
1236,উপরি
1237,ন্যায়নির্ণায়ক
1238,ন্যায়নির্ণয় করা
1239,বিরতি
1240,স্থগিত রাখা
1241,সংলগ্ন
1242,সংলগ্ন করা
1243,বিশেষণ
1244,গুণবাচক
1245,সন্নিহিত
1246,তদর্থক
1247,আঠালো
1248,আনুগত্য
1249,অনুগত
1250,আনুগত্য
1251,মেনে চলে
1252,পর্যাপ্তরূপে
1253,পর্যাপ্ত
1254,সাদৃশ্য
1255,adeptly
1256,সুদক্ষ
1257,ঠিকানা
1258,বিশেষ উদ্দেশ্যে সংযোজনের বস্তু
1259,অতিরিক্ত
1260,অতিরিক্ত
1261,সংযোজন
1262,আসক্তি
1263,অনুরতি
1264,আসক্ত
1265,উপসেবক
1266,যোগ
1267,এডাপটার
1268,অভিযোজন
1269,অভিযোজ্য
1270,মানিয়ে
1271,কণ্ঠা
1272,কঠোরভাবে
1273,হীরক
1274,প্রবচন
1275,এ.ডি.
1276,বিজ্ঞাপন
1277,কঠোরভাবে
1278,সূক্ষ্মকোণ
1279,তীব্র
1280,চিকিত্সা-পদ্ধতি বিশেষ
1281,সূক্ষ্ম বুদ্ধি
1282,প্রকৃতপক্ষে
1283,বাস্তবায়ন
1284,বাস্তবতা
1285,আসল
1286,অভিনেত্রী
1287,অভিনেতা
1288,কার্যকলাপ
1289,কর্মী
1290,অ্যাক্টিভিজম
1291,সক্রিয়
1292,অ্যাক্টিভেশন
1293,সক্রিয় করা
1294,কর্ম
1295,অভিনয়
1296,আইন
1297,আইন
1298,এক্রাইলিক
1299,জুড়ে দ্য বোর্ড
1300,থেকে জুড়ে
1301,আড়াআড়ি
1302,অন্য শব্দের আদ্যক্ষর দ্বারা গঠিত শব্দ
1303,দড়াবাজি
1304,মত পরিবর্তন করে এমন
1305,মল্ল
1306,মেজাজ আচরণ ভাষা প্রভৃতির রুক্ষতা
1307,বদমেজাজি
1308,ঝাল
1309,ভূসম্পত্তি
1310,বেকসুর খালাস
1311,আজাদ করা
1312,অর্জন
1313,অর্জন করা
1314,মৌনসন্মতি
1315,সম্মত হত্তয়া
1316,পরিচিত
1317,জানাশোনা
1318,জ্ঞাপন করা
1319,শ্রবণশক্তি
1320,শাব্দ
1321,ত্তক্ বৃক্ষের ফল
1322,ব্রণ
1323,স্বীকৃতি
1324,স্বীকৃত
1325,স্বীকার করা
1326,অ্যাসিড বৃষ্টি
1327,অম্লতা
1328,আম্লিক
1329,অ্যাসিড
1330,Achy
1331,অ্যাকিলিসের গোড়ালি
1332,Achiever
1333,কৃতিত্ব
1334,অর্জন করা
1335,ব্যাথা
1336,টেক্কা
1337,অভ্যস্ত
1338,অভ্যস্ত করা
1339,অভিযোগের সুরে
1340,accusing
1341,ফরিয়াদী
1342,অভিযুক্ত
1343,অভিযুক্ত করা
1344,অভিযোগ
1345,সঠিক
1346,সঠিক
1347,সঠিকতা
1348,আহরণ
1349,স্তূপাকার করা
1350,জমা
1351,নিসৃষ্ঠ
1352,স্বীকৃতি
1353,হিসাবরক্ষণ
1354,হিসাবরক্ষক
1355,দায়ী
1356,দায়িত্ব
1357,হিসাব
1358,সম্বোধন
1359,বাদ্যযন্ত্রবিশেষ
1360,অনুযায়ী
1361,তদনুসারে
1362,অনুযায়ী
1363,সঙ্গতি
1364,নিষ্পাদন
1365,সম্পন্ন
1366,সাধা
1367,যোগদানকারী
1368,সহগমন করা
1369,সঙ্গতবাদক
1370,সঙ্গত
1371,আবাসন
1372,বাসস্থান
1373,অমায়িক
1374,মিটমাট করা
1375,প্রশংসা
1376,আবহাত্তয়ায় অভ্যস্তকরণ
1377,নূতন জলবায়ু সহ্য করিতে অভ্যস্ত করান
1378,প্রশংসিত
1379,জয়ধ্বনি
1380,দুর্ঘটনা - প্রবণ
1381,ঘটনাক্রমে
1382,আপতিক
1383,দুর্ঘটনা
1384,আনুষঙ্গিক
1385,প্রবেশযোগ্য
1386,অভিগম্যতা
1387,প্রবেশ
1388,গৃহীত
1389,স্বীকৃতি
1390,গ্রহণযোগ্য
1391,গ্রাহ্যতা
1392,স্বীকার করা
1393,উচ্চারণ করা
1394,স্বরাঘাতযুক্ত
1395,স্বরাঘাত
1396,বেগবর্ধক ব্যক্তি
1397,ত্বরণ
1398,দ্রুততর করা
1399,শিক্ষায়তন
1400,শিক্ষাগত দিক
1401,কেতাবি
1402,এসি
1403,রসাতল
1404,অসম্ভব
1405,অতল
1406,অবমাননাকর
1407,অপব্যবহার
1408,প্রচুর পরিমাণে
1409,প্রচুর
1410,প্রাচুর্য
1411,অর্থহীনতা
1412,অযৌক্তিক
1413,বিমূর্তন
1414,বিমূর্ত
1415,পরিহারক
1416,বিরতি
1417,নিবৃত্তি
1418,বিরত থাকা
1419,শোষণ
1420,বিশোষণ
1421,বিশোষক
1422,শোষিত
1423,নিবিষ্ট করা
1424,মুক্তিদান করা
1425,একেবারে
1426,পরম
1427,অন্যমনস্কতা
1428,অনুপস্থিত- mindedly
1429,গরহাজির
1430,অন্যমনস্কভাবে
1431,কর্মক্ষেত্রাদিতে অনুপসি্থত থাকার অভ্যাস
1432,অনুপস্থিত ব্যক্তি
1433,অনুপস্থিত
1434,অনুপস্থিতি
1435,পলান
1436,ফোড়া
1437,আকস্মিকতা
1438,হঠাৎ
1439,আকস্মিক
1440,বিদেশে
1441,সীমাবদ্ধতা
1442,সংক্ষেপ করা
1443,পাশাপাশি
1444,abrasively
1445,ঘষিয়া তুলিয়া ফেলিতে সক্ষম
1446,অকপট
1447,উপরে
1448,ঘোরা
1449,প্রায়
1450,উড়া
1451,ব্যর্থ
1452,গর্ভপাত
1453,গর্ভপাত করান
1454,আদিবাসী
