,banglaenglishmixed
1154,ভবিষ্যৎ জীবন
1155,পরিণাম
1156,পরে
1157,আফ্রিকান - আমেরিকান
1158,আফ্রিকান
1159,আফ্রিকা
1160,পুনর্বার
1161,ভীত
1162,সমুদ্রে
1163,অপমান করা
1164,সাশ্রয়ী মূল্যের
1165,সামর্থ্য
1166,সমৃদ্ধিশালী
1167,সমৃদ্ধি
1168,পরিতাপ
1169,হীন করা
1170,জুড়া
1171,affirmatively
1172,সম্মতিসূচক এক্সন
1173,হাঁ-সূচক
1174,কথন
1175,যাথাথ্র্য করা
1176,সম্বন্ধ
1177,অন্তর্ভুক্তি
1178,সম্বদ্ধ
1179,শাখা
1180,হলফনামা
1181,affectionately
1182,অনুরক্ত
1183,মমতা
1184,আক্রান্ত
1185,ভান
1186,অনুভূতি
1187,বিষয়
1188,ব্যাপার
1189,অমায়িকভাবে
1190,ভদ্র
1191,দূরবর্তী স্থান
1192,নন্দনতত্ব
1193,aesthetically
1194,নান্দনিক
1195,মহাকাশ
1196,এরোসল
1197,বায়ুগতিবিদ্যা
1198,aerodynamic
1199,এরোবিকস
1200,বায়ুজীবী
1201,বায়বীয়
1202,উকিল
1203,প্রচার
1204,উপদেশক
1205,উপদেষ্টা
1206,পরামর্শ
1207,যুক্তিযুক্ত
1208,পরামর্শ
1209,বিজ্ঞাপন
1210,বিজ্ঞাপনদাতার
1211,বিজ্ঞাপন
1212,বিজ্ঞাপিত করা
1213,বিদ্বেষ
1214,বিরূপ
1215,প্রতিকূল
1216,বিপক্ষ
1217,ক্রিয়া-বিশেষণিক
1218,বিশেষণের বিশেষণ
1219,দু: সাহসিক
1220,দু: সাহসী
1221,দু: সাহসিক কাজ
1222,আবির্ভাব
1223,খ্রীষ্টের আবির্ভাব
1224,সুবিধাজনক
1225,সুবিধা
1226,অগ্রগতি
1227,অগ্রসর
1228,আগাম
1229,ব্যভিচার
1230,ভেজাল
1231,ব্যভিচারী
1232,প্রাপ্তবয়স্ক
1233,তোষণ
1234,নিপুণভাবে
1235,নিপুণ
1236,ভাসিতে ভাসিতে
1237,বৃক্করস
1238,সজ্জা
1239,বিভূষিত করা
1240,পূজা করা
1241,অর্চনা
1242,আরাধ্য
1243,অবলম্বিত
1244,গ্রহণ
1245,গৃহীত
1246,পোষ্যপুত্র গ্রহণ করা
1247,কিশোর
1248,কৈশোর
1249,রৌদ্রপক্ব ইষ্টক
1250,অনুযোগ
1251,সতর্ক করা
1252,স্বীকার করিয়া লইয়া
1253,প্রবেশাধিকার
1254,মানা
1255,ভর্তি
1256,গ্রহণীয়
1257,আহ্্
1258,উপাসক
1259,প্রশংসক
1260,তারিফ করা
1261,তারিফ
1262,নৌসেনাপতি
1263,admirably
1264,ধন্য
1265,প্রশাসক
1266,প্রশাসনিক
1267,প্রশাসন
1268,প্রতিপালন করা
1269,বিজ্ঞাপন- lib
1270,যথেচ্ছ
1271,সমন্বয়
1272,নিয়মিত
1273,সমন্বয় করা
1274,উপরি
1275,ন্যায়নির্ণায়ক
1276,ন্যায়নির্ণয় করা
1277,বিরতি
1278,স্থগিত রাখা
1279,সংলগ্ন
1280,সংলগ্ন করা
1281,বিশেষণ
1282,গুণবাচক
1283,সন্নিহিত
1284,তদর্থক
1285,আঠালো
1286,আনুগত্য
1287,অনুগত
1288,আনুগত্য
1289,মেনে চলে
1290,পর্যাপ্তরূপে
1291,পর্যাপ্ত
1292,সাদৃশ্য
1293,adeptly
1294,সুদক্ষ
1295,ঠিকানা
1296,বিশেষ উদ্দেশ্যে সংযোজনের বস্তু
1297,অতিরিক্ত
1298,অতিরিক্ত
1299,সংযোজন
1300,আসক্তি
1301,অনুরতি
1302,আসক্ত
1303,উপসেবক
1304,যোগ
1305,এডাপটার
1306,অভিযোজন
1307,অভিযোজ্য
1308,মানিয়ে
1309,কণ্ঠা
1310,কঠোরভাবে
1311,হীরক
1312,প্রবচন
1313,এ.ডি.
1314,বিজ্ঞাপন
1315,কঠোরভাবে
1316,সূক্ষ্মকোণ
1317,তীব্র
1318,চিকিত্সা-পদ্ধতি বিশেষ
1319,সূক্ষ্ম বুদ্ধি
1320,প্রকৃতপক্ষে
1321,বাস্তবায়ন
1322,বাস্তবতা
1323,আসল
1324,অভিনেত্রী
1325,অভিনেতা
1326,কার্যকলাপ
1327,কর্মী
1328,অ্যাক্টিভিজম
1329,সক্রিয়
1330,অ্যাক্টিভেশন
1331,সক্রিয় করা
1332,কর্ম
1333,অভিনয়
1334,আইন
1335,আইন
1336,এক্রাইলিক
1337,জুড়ে দ্য বোর্ড
1338,থেকে জুড়ে
1339,আড়াআড়ি
1340,অন্য শব্দের আদ্যক্ষর দ্বারা গঠিত শব্দ
1341,দড়াবাজি
1342,মত পরিবর্তন করে এমন
1343,মল্ল
1344,মেজাজ আচরণ ভাষা প্রভৃতির রুক্ষতা
1345,বদমেজাজি
1346,ঝাল
1347,ভূসম্পত্তি
1348,বেকসুর খালাস
1349,আজাদ করা
1350,অর্জন
1351,অর্জন করা
1352,মৌনসন্মতি
1353,সম্মত হত্তয়া
1354,পরিচিত
1355,জানাশোনা
1356,জ্ঞাপন করা
1357,শ্রবণশক্তি
1358,শাব্দ
1359,ত্তক্ বৃক্ষের ফল
1360,ব্রণ
1361,স্বীকৃতি
1362,স্বীকৃত
1363,স্বীকার করা
1364,অ্যাসিড বৃষ্টি
1365,অম্লতা
1366,আম্লিক
1367,অ্যাসিড
1368,Achy
1369,অ্যাকিলিসের গোড়ালি
1370,Achiever
1371,কৃতিত্ব
1372,অর্জন করা
1373,ব্যাথা
1374,acerbic
1375,টেক্কা
1376,অভ্যস্ত
1377,অভ্যস্ত করা
1378,অভিযোগের সুরে
1379,accusing
1380,ফরিয়াদী
1381,অভিযুক্ত
1382,অভিযুক্ত করা
1383,অভিযোগ
1384,সঠিক
1385,সঠিক
1386,সঠিকতা
1387,আহরণ
1388,স্তূপাকার করা
1389,জমা
1390,নিসৃষ্ঠ
1391,স্বীকৃতি
1392,হিসাবরক্ষণ
1393,হিসাবরক্ষক
1394,দায়ী
1395,দায়িত্ব
1396,হিসাব
1397,সম্বোধন
1398,বাদ্যযন্ত্রবিশেষ
1399,অনুযায়ী
1400,তদনুসারে
1401,অনুযায়ী
1402,সঙ্গতি
1403,নিষ্পাদন
1404,সম্পন্ন
1405,সাধা
1406,যোগদানকারী
1407,সহগমন করা
1408,সঙ্গতবাদক
1409,সঙ্গত
1410,আবাসন
1411,বাসস্থান
1412,অমায়িক
1413,মিটমাট করা
1414,প্রশংসা
1415,আবহাত্তয়ায় অভ্যস্তকরণ
1416,নূতন জলবায়ু সহ্য করিতে অভ্যস্ত করান
1417,প্রশংসিত
1418,জয়ধ্বনি
1419,দুর্ঘটনা - প্রবণ
1420,ঘটনাক্রমে
1421,আপতিক
1422,দুর্ঘটনা
1423,আনুষঙ্গিক
1424,প্রবেশযোগ্য
1425,অভিগম্যতা
1426,প্রবেশ
1427,গৃহীত
1428,স্বীকৃতি
1429,acceptably
1430,গ্রহণযোগ্য
1431,গ্রাহ্যতা
1432,স্বীকার করা
1433,উচ্চারণ করা
1434,স্বরাঘাতযুক্ত
1435,স্বরাঘাত
1436,বেগবর্ধক ব্যক্তি
1437,ত্বরণ
1438,দ্রুততর করা
1439,শিক্ষায়তন
1440,শিক্ষাগত দিক
1441,কেতাবি
1442,এসি
1443,রসাতল
1444,অসম্ভব
1445,অতল
1446,অবমাননাকর
1447,অপব্যবহার
1448,প্রচুর পরিমাণে
1449,প্রচুর
1450,প্রাচুর্য
1451,absurdly
1452,অর্থহীনতা
1453,অযৌক্তিক
1454,বিমূর্তন
1455,বিমূর্ত
1456,পরিহারক
1457,বিরতি
1458,নিবৃত্তি
1459,বিরত থাকা
1460,শোষণ
1461,বিশোষণ
1462,বিশোষক
1463,শোষিত
1464,নিবিষ্ট করা
1465,মুক্তিদান করা
1466,একেবারে
1467,পরম
1468,অন্যমনস্কতা
1469,অনুপস্থিত- mindedly
1470,গরহাজির
1471,অন্যমনস্কভাবে
1472,কর্মক্ষেত্রাদিতে অনুপসি্থত থাকার অভ্যাস
1473,অনুপস্থিত ব্যক্তি
